,total_amount
112754,1.09
395765,2.5
775580,0.89
422818,2.49
811764,1.29
105518,1.77
407456,2.25
254731,0.99
683517,0.67
495674,1.19
134250,0.84
490364,2.69
512250,0.59
523090,0.8
256979,3.0
573211,1.69
386158,1.49
268282,1.99
295489,0.99
715562,0.99
513971,0.99
12716,2.29
363595,3.09
434072,1.99
758013,1.39
434067,1.99
437125,2.55
719541,0.99
285332,0.99
440328,3.79
7474,2.0
668775,1.77
71499,2.0
694026,0.85
358999,3.49
189743,1.45
37522,1.39
412606,1.5
537734,2.14
249411,1.19
420345,1.85
799538,0.99
137045,1.89
749220,1.77
583821,1.5
131327,1.99
469323,1.99
638554,0.45
571844,1.19
374105,0.99
389945,1.95
203821,1.99
54587,2.99
670377,1.77
784059,1.39
816347,1.29
698035,0.99
715220,0.99
129803,0.99
3043,2.0
444115,0.86
188295,1.59
522347,0.59
157179,2.65
451501,0.79
555078,3.0
722126,0.88
199322,2.19
642095,0.45
99950,0.99
688707,0.79
7689,2.0
36487,1.25
693045,1.34
12644,1.99
232793,2.19
372767,2.39
146501,2.29
8620,2.0
383300,2.99
665189,1.29
705688,0.67
507633,0.79
550745,1.88
478547,0.79
497746,1.79
399456,1.99
469612,1.99
102916,0.99
9768,2.29
154478,1.29
89026,0.99
195010,1.49
680276,1.34
131682,1.99
509554,0.8
22099,2.35
690731,0.67
218451,0.19
102544,0.99
24812,0.69
325746,2.59
581290,1.5
106947,0.59
454417,2.38
814736,1.29
786218,0.88
386690,1.49
371252,3.09
579945,1.5
548975,3.45
739583,1.39
552692,1.79
774176,0.95
811153,1.29
188704,0.99
381659,2.19
337114,2.89
638346,0.45
194053,1.49
397123,1.79
761734,0.85
558229,0.99
347235,2.0
685857,1.7
449969,0.99
812860,1.19
125550,1.09
804021,0.39
176775,1.25
764567,0.67
414097,1.95
471398,1.79
245196,1.5
3172,2.0
386180,1.39
113508,0.89
486753,2.69
727276,0.99
766969,0.69
10039,2.0
733595,2.58
664319,1.19
514799,1.19
641096,0.65
316225,2.89
269303,3.0
596529,1.25
796961,0.99
593773,1.59
773622,0.67
561719,1.09
574338,1.5
654200,0.79
644912,0.45
74110,2.49
443318,0.64
283019,0.99
30288,1.19
414659,1.5
185189,1.07
792100,2.38
417240,2.19
588281,2.79
492658,1.79
489854,3.49
137084,1.89
300372,2.99
596283,1.25
265225,2.69
227803,1.39
199663,1.99
371192,3.09
770373,0.67
198325,0.99
38518,0.84
761956,0.85
626246,0.99
73355,2.45
813997,1.35
319052,3.59
52517,0.99
400869,1.5
205467,1.98
187047,1.65
195175,1.29
250463,1.79
253227,1.99
265849,3.35
5512,2.0
57678,3.49
728031,1.19
174853,1.25
746504,0.89
499281,1.44
378752,1.5
22412,2.35
480284,0.89
261582,3.59
644957,0.4
120979,1.09
762217,0.79
441784,1.19
558098,1.09
700565,0.99
87059,0.99
562533,1.0
795025,0.88
211851,1.99
383563,2.99
758615,0.79
334762,2.0
255628,1.99
310978,2.99
625896,0.79
292857,1.99
121071,1.09
786064,0.88
813564,1.69
309459,2.99
782153,0.99
294529,0.99
146782,2.29
575748,1.79
282567,1.99
415407,1.99
466803,1.27
595602,1.59
493576,1.79
575001,1.79
700833,0.99
406843,3.9
500280,1.79
544767,0.59
131084,1.99
104620,0.59
412544,1.5
9282,2.0
371389,3.09
582368,1.5
749470,3.54
454765,0.99
564306,1.39
567324,1.5
46810,2.52
441770,2.55
338698,2.0
788604,1.09
412667,1.5
693638,0.85
437726,1.99
642203,0.45
52407,0.99
728169,0.89
129785,1.99
123064,0.99
747667,1.39
499298,1.99
370848,3.09
558718,1.59
603780,1.09
304997,2.99
347105,2.0
421420,2.49
258168,0.99
768488,1.7
277581,1.34
258191,0.99
40903,0.8
93271,1.29
131540,1.59
454754,0.99
735540,1.29
610827,2.5
411897,1.99
228087,1.99
260186,2.69
556597,2.25
770915,1.09
275135,2.38
609932,1.59
237859,1.5
516453,1.19
342322,2.5
256784,1.5
514727,1.19
141804,2.19
727877,1.19
597627,0.99
55154,3.49
473090,1.59
283097,1.98
359468,3.49
258569,0.69
797074,0.99
626871,0.79
653404,1.58
60746,0.5
16180,1.25
522179,0.59
415501,1.99
248969,1.99
323104,2.0
352156,1.89
121776,1.09
109391,1.19
211739,1.99
711263,0.79
682424,0.67
503004,1.98
704453,0.69
126355,1.79
77456,1.69
677201,0.69
89585,1.29
102054,0.89
303016,2.99
634550,1.88
416818,1.95
339763,2.69
102288,0.99
540442,0.99
303862,3.29
792548,0.89
11618,1.99
713507,0.66
587003,2.39
116549,1.09
704542,0.69
64659,2.25
168099,3.19
370836,3.09
378836,1.5
763698,0.79
633408,2.79
532188,0.99
147287,2.29
618656,0.79
816683,1.29
649750,0.79
690064,0.67
391967,2.19
399876,0.99
739130,1.39
409923,2.99
497918,1.99
323786,3.79
412627,3.0
613789,1.89
401333,2.15
132716,0.99
439021,1.99
708771,0.74
539553,1.55
47559,0.84
332913,2.69
106330,0.59
194886,1.29
197440,2.19
692373,0.67
305926,2.89
415289,1.99
409983,2.49
9369,2.0
311220,2.75
707343,0.85
557565,1.25
440566,2.09
596685,1.25
233476,1.5
217820,1.5
656362,1.09
687854,0.67
734436,1.29
815904,1.65
377356,1.99
17834,1.25
11859,0.69
246952,1.99
297239,1.5
295079,1.99
682919,1.34
16289,0.84
44902,1.25
280217,2.69
494188,1.29
327795,2.5
812236,1.19
602999,1.25
374425,0.69
666380,1.29
547152,2.0
798008,1.99
523360,1.19
534392,0.99
168989,3.19
540531,0.99
86454,0.83
242811,0.99
469362,1.99
105061,0.59
262766,1.89
672444,1.69
478279,0.89
799356,1.19
89578,1.29
19900,2.5
235779,1.98
737507,0.99
54373,3.49
537924,0.99
804452,0.99
369120,2.99
769409,2.0100000000000002
577611,1.5
539979,1.39
690404,0.67
470619,1.99
26687,1.79
675795,0.67
553430,1.5
69710,2.0
598495,1.0
728255,0.89
474228,1.99
773870,1.98
624751,0.79
586221,1.5
36820,2.35
403679,2.49
738315,1.19
577573,1.5
192704,1.45
763057,0.79
366276,1.79
59354,3.49
265450,2.69
4544,2.0
706875,0.67
197489,1.33
486556,2.0
140258,2.45
692855,0.67
804124,0.39
35997,1.68
561469,1.25
18194,0.84
248223,1.34
663821,1.19
620621,0.79
296484,1.34
487270,2.69
443946,0.99
56386,3.29
43343,1.68
397859,0.5
683362,0.67
780385,0.99
716234,0.99
769959,0.67
21434,1.57
456526,0.87
32141,1.68
675620,1.58
517737,1.19
87335,0.99
686887,0.79
320816,3.19
403365,2.49
337500,2.0
314804,2.89
748774,1.77
261353,2.69
102063,0.89
383401,2.49
454938,0.66
731637,1.19
76879,2.29
126472,1.79
156959,2.65
38181,1.25
35434,1.19
490602,2.69
432833,2.39
629569,0.79
275647,1.98
569846,1.5
5650,2.0
396359,1.99
76557,1.99
477427,1.89
263428,3.59
293180,1.99
489497,2.0
634900,1.99
567756,1.79
624794,0.79
324987,2.0
780721,0.88
32786,0.84
512794,1.19
808236,0.88
291052,1.99
574974,1.79
309518,2.79
28270,1.2
486243,3.49
720601,0.88
29649,1.79
558666,1.5
559603,1.25
57635,3.49
36408,0.8
130555,1.99
646408,0.45
56824,3.59
101308,0.99
289679,0.99
690201,0.67
96230,0.99
481996,0.89
674179,0.79
290633,1.99
333012,2.89
412863,1.95
696615,1.19
82012,0.99
600774,1.59
380924,1.5
609450,1.09
655881,0.69
516831,1.19
705853,0.67
801225,0.39
8112,2.0
127409,1.5
770784,0.67
754981,1.77
228971,1.5
17973,1.19
153735,3.98
290451,1.99
668244,0.99
796658,1.09
649156,0.79
688783,0.79
429780,2.49
44777,0.84
637980,0.45
627401,0.79
680961,1.34
561611,1.25
330271,3.65
527290,1.19
160069,3.19
629568,0.79
87298,0.99
262948,2.69
88454,0.99
469506,1.99
107201,0.59
441332,1.35
46714,0.84
225321,1.99
233766,2.19
546312,2.5
47553,0.84
744108,1.19
608593,1.59
735075,1.29
516199,0.99
476641,1.89
271028,1.5
676401,0.67
495152,2.58
90489,0.99
59944,3.29
343989,2.5
247554,2.19
62790,1.5
387340,1.99
734690,1.29
706179,0.85
506044,0.64
24063,1.19
338795,2.5
427024,2.49
744925,1.19
241835,1.79
662117,1.19
220428,1.34
83041,0.99
636706,0.45
57667,3.49
309075,2.99
211540,0.99
383211,2.99
122672,1.19
535538,2.99
606944,1.5
353972,2.35
168236,3.19
484558,1.19
641756,0.9
447744,0.64
261086,2.69
577079,1.5
134633,1.89
625659,0.79
658372,0.67
746871,0.99
588513,2.0
161304,3.19
79082,0.89
131241,1.99
332275,3.65
372476,2.39
68167,2.25
571869,1.19
30181,1.79
41514,1.25
168720,3.19
98655,1.29
425157,2.99
779662,0.79
593787,1.59
142064,2.19
304335,2.99
282968,0.99
514721,1.19
751211,1.99
662147,1.19
282490,1.99
177229,1.25
190330,1.45
351775,2.79
519175,1.19
224130,1.99
781784,0.99
206490,1.5
493680,0.99
28788,1.79
319965,2.99
611943,2.5
569075,1.5
146660,2.29
764239,0.67
272283,1.99
208153,2.68
383217,2.99
719408,0.99
24442,0.69
764480,2.06
35304,0.8
282494,1.99
582009,2.25
436901,2.45
548335,0.59
725809,0.99
93479,0.83
764756,0.67
708522,0.99
263175,2.69
422366,2.49
313120,2.89
503797,0.79
314003,2.89
589504,2.5
241526,0.99
316054,2.89
592658,1.25
637356,0.45
573088,1.69
558938,1.59
595865,1.59
439382,2.45
750673,1.77
810092,2.38
586911,2.79
703030,0.79
807860,0.88
643587,0.9
428392,2.49
668982,1.77
742734,3.98
224319,0.99
519844,1.19
351243,2.29
405592,1.95
811165,1.29
448387,0.44
220038,2.19
35146,1.25
211802,3.98
739874,1.19
712914,0.89
579235,1.5
318306,2.99
477294,1.75
674841,0.79
775692,0.89
448479,0.99
49728,1.79
137414,1.89
294807,1.79
27767,1.89
807167,0.99
275792,0.99
673951,0.79
669094,1.77
258034,1.98
735587,1.29
478755,0.89
642767,0.65
718864,0.79
713229,0.67
386613,1.49
469697,1.99
687649,0.67
637729,0.45
465446,1.19
700259,0.99
393876,1.5
354365,2.65
153646,2.15
777520,0.67
664068,1.19
355530,2.29
712392,0.88
440205,2.55
423999,2.59
434481,1.99
595064,1.09
741331,1.29
296833,3.9699999999999998
522889,0.99
506657,0.99
772349,0.89
36493,1.25
278795,1.99
745004,1.78
735382,1.29
743854,0.75
421088,1.5
315348,2.99
212766,1.79
41790,1.29
559659,1.25
118898,1.09
760795,0.67
607988,1.09
574848,1.5
434234,2.29
362738,2.99
432079,2.39
132583,0.99
239670,2.19
123262,1.19
645734,0.9
181323,0.49
273083,0.99
458157,0.99
478570,0.79
660382,2.18
479636,0.79
652428,0.67
565770,1.39
294620,1.98
656696,1.34
565443,0.99
649203,0.39
149882,2.19
734600,1.29
571627,1.19
374868,2.19
725371,0.88
44775,0.84
551346,1.88
527080,1.19
247877,1.99
126431,1.79
804477,0.99
344206,3.49
574048,1.5
759179,0.69
817749,1.79
791205,0.88
85624,0.99
591383,1.39
12745,2.29
625612,0.79
665925,1.29
764468,0.67
600338,1.5
149477,2.19
545773,2.0
21284,2.29
357928,3.49
539283,0.99
516939,1.19
339422,3.49
93129,1.29
312156,2.89
308753,2.19
248839,0.19
694777,1.49
453878,0.86
639024,0.9
233419,2.19
226387,1.5
77407,2.29
793933,0.99
259751,3.59
709121,0.99
10672,2.5
536427,2.99
804211,0.39
270433,0.99
772993,1.38
572972,1.69
230626,1.99
253746,1.5
709135,0.99
506471,0.99
457695,1.29
770576,0.67
557295,1.25
758488,0.79
590470,2.39
214819,1.5
252735,2.19
272460,1.99
630109,0.79
428105,1.5
350184,2.49
302053,3.19
92115,0.99
814249,1.29
513056,0.8
38300,1.19
265446,2.69
518037,0.79
59379,3.49
540527,0.99
287555,1.99
435493,3.29
783412,0.79
150231,2.19
196404,1.99
608490,1.59
784568,1.19
101387,0.99
183746,0.99
87713,0.99
585914,3.0
298723,2.9699999999999998
413986,1.95
422408,2.49
312072,2.89
239073,1.34
64105,1.65
281994,0.99
710897,1.19
17284,1.19
403034,2.5
767998,0.67
445247,0.99
141211,2.19
602176,0.99
455173,0.49
361245,2.45
216019,1.34
682993,0.67
616211,0.95
815826,1.65
128108,1.99
513834,1.98
708059,0.88
711271,1.19
42179,1.19
518144,0.79
5495,2.0
3381,2.0
134980,1.89
695824,1.19
179146,0.32
674490,0.79
385438,3.19
14467,0.5
306098,2.89
311204,2.75
74055,2.49
345565,2.0
122282,0.79
596616,1.25
24957,0.5
567290,1.5
297907,0.99
455706,0.99
683123,0.67
401659,1.5
543089,1.58
342151,2.5
422182,2.75
739662,1.39
627194,0.79
768225,0.67
11983,0.69
135171,1.89
582402,1.5
8855,2.0
282444,1.99
627862,0.99
647305,0.45
519676,0.8
17436,1.19
247180,0.99
24024,1.19
800768,0.79
70632,2.79
191403,1.45
545919,2.0
575574,1.79
708261,0.99
369520,2.99
138022,1.89
334650,2.0
392627,0.5
282762,1.99
817080,2.24
300621,1.95
469893,0.99
51380,0.99
235032,1.5
243590,2.19
784998,0.98
74861,2.0
650642,0.79
324331,2.69
485111,2.99
673933,0.79
305755,2.89
44201,1.25
482527,2.69
644531,0.45
117286,1.09
569101,1.5
279934,2.69
607868,1.09
488737,3.49
207156,2.19
386232,1.49
61371,2.19
206634,1.5
129834,0.99
169861,2.99
724101,0.88
672371,1.69
569207,1.5
350393,2.29
52664,0.99
699947,0.99
732719,1.39
558292,0.99
485830,2.79
538523,1.69
499707,1.79
309675,2.89
720825,0.99
181501,0.75
624930,0.79
35332,0.59
173484,0.49
374955,2.45
343768,2.0
773980,0.99
362368,2.99
426008,3.32
121136,1.09
176542,0.99
458523,0.86
275437,0.99
598140,1.59
320592,3.19
522311,0.59
520560,1.98
408871,2.19
696521,2.38
358921,3.49
229948,0.99
246682,1.19
30306,1.19
547474,2.5
205585,0.99
691937,0.67
194757,1.45
91722,0.99
736271,1.59
100682,0.99
749969,1.77
211034,1.5
304746,3.35
109840,1.19
657418,0.85
656146,1.7
657874,1.09
411542,1.95
203709,3.1799999999999997
783922,1.39
308475,2.99
455736,0.99
641190,0.45
109939,0.99
402617,2.99
30515,0.99
549169,2.19
571697,1.19
137671,1.89
295835,2.19
185923,1.59
504342,0.59
510304,0.99
704852,0.75
741212,2.58
226647,1.5
69041,2.25
216393,1.98
218193,0.99
603926,0.99
589861,2.0
679892,1.09
208755,2.68
301491,2.19
33770,0.8
134797,1.89
697280,1.39
693328,0.85
507563,0.79
391351,2.15
567511,1.79
574392,1.5
307474,2.89
371103,3.09
14736,0.75
83369,0.99
22599,1.98
661403,1.19
410045,2.49
566670,1.39
433020,2.59
787614,0.89
274789,1.99
525154,0.79
708855,0.74
197678,1.99
311304,2.99
217457,1.99
390903,2.19
717426,0.75
434392,1.99
61835,2.19
388856,1.5
159452,3.19
652567,0.69
526926,1.19
32235,2.52
398141,1.5
135165,1.89
496466,1.44
341081,2.89
330405,2.69
591239,2.9699999999999998
804469,0.99
640516,0.45
757013,3.98
406102,1.99
56348,3.29
557961,1.09
177686,1.68
683298,1.34
693425,1.09
234580,1.98
717624,1.19
484180,1.99
107563,0.59
580082,1.5
756726,1.99
763774,0.79
592113,2.78
798916,1.19
380011,1.5
260698,2.69
703941,0.75
648344,0.9
548690,1.99
721730,0.89
339136,2.5
426870,1.49
72875,2.79
501994,1.19
489017,2.69
738935,1.39
185623,0.97
272897,3.96
534387,0.99
184619,1.07
766580,0.79
579363,1.5
62741,1.5
795203,0.88
193363,1.45
385184,3.19
633793,3.69
249827,0.99
376725,1.5
354298,2.65
363051,3.09
815207,1.29
150242,2.19
433025,2.59
260160,2.69
486336,3.49
501394,1.19
660562,2.18
716462,0.79
88351,0.99
764151,0.67
671491,1.99
704207,0.67
576857,3.0
783747,0.99
75975,2.39
123410,0.69
470735,1.99
146403,2.29
426780,2.49
493278,1.79
405664,1.95
176920,0.84
475033,1.89
3176,2.0
697446,2.5
664061,1.19
487703,2.69
282948,0.99
728286,0.89
392214,2.0
79027,0.89
809881,1.19
663677,1.39
142558,2.29
701269,0.89
277501,1.34
63798,2.19
756678,1.69
748481,1.39
705499,1.09
113723,0.89
768994,0.85
576139,1.79
113803,1.78
429733,3.19
703988,0.67
211459,1.99
815755,1.29
17025,1.39
227671,2.19
532250,0.99
338151,3.29
568726,1.5
813885,1.19
735979,1.99
132478,0.99
234374,1.99
22970,0.84
365238,1.98
474344,2.25
697811,0.99
479967,0.79
708890,0.74
607480,1.25
193603,1.45
606336,1.49
365711,1.99
519089,1.19
375610,2.09
363087,3.09
329997,2.89
729948,0.99
787119,1.09
806422,0.99
604296,1.59
450718,1.29
778501,0.99
683412,0.67
500537,1.89
559450,1.0
539870,1.69
166167,2.19
46769,0.84
726332,1.19
414211,1.79
309875,2.89
318700,2.69
179189,1.29
627737,0.99
265932,3.59
633288,2.69
586722,2.5
396156,1.99
303647,2.5
115534,0.79
430202,2.5
391044,2.25
657860,0.85
284425,1.98
406790,1.95
93523,0.83
239957,2.19
211394,3.98
528095,0.99
490292,2.69
621798,0.79
132142,0.99
194834,1.49
604480,2.0
524822,1.19
365294,1.99
570263,2.25
663301,1.39
259136,2.69
490120,2.69
211335,1.5
807608,0.88
709101,0.88
100838,0.99
94249,0.99
11790,2.79
755782,1.99
555950,1.5
817851,1.99
117697,1.09
529884,1.19
343840,2.0
477417,1.89
129945,1.99
756973,1.99
411047,1.99
767598,0.85
97032,0.99
255994,0.99
49732,1.79
130250,1.99
588418,2.5
731319,1.19
410201,2.99
222132,3.59
66370,2.19
349027,2.89
519551,0.8
645369,0.45
614661,0.79
363844,1.79
439785,1.99
8885,2.0
763480,0.79
378757,1.5
50245,1.59
331980,2.5
182057,0.5
782371,0.99
498433,2.14
67780,2.19
505495,0.8
72981,2.79
408596,2.19
134873,1.89
368629,2.99
647337,0.45
163655,3.19
404244,3.19
575841,1.79
13562,0.59
493824,1.99
458187,0.99
646214,0.65
202660,1.98
100615,0.99
592373,1.25
68290,2.25
319728,2.99
665808,1.29
464404,0.79
499337,1.44
284592,0.99
737346,1.59
205078,0.99
38401,0.84
228893,1.5
807171,0.99
46916,1.25
320560,3.39
413153,1.79
731370,1.19
294557,0.99
220354,1.33
334361,2.69
752114,1.69
437249,3.98
592590,1.25
460751,1.13
762588,0.79
195314,1.49
709261,0.88
121772,1.09
590389,2.39
726878,0.88
642940,0.45
362547,2.99
521992,0.59
715593,0.99
189057,0.99
525106,0.79
404300,3.19
731847,1.19
261305,2.69
713035,0.89
284657,1.99
198726,1.99
606440,1.19
473180,1.99
73424,2.45
181271,0.49
429145,1.99
443968,0.99
258876,1.89
259857,2.69
266697,1.99
54438,3.49
555043,1.5
781387,0.99
34919,0.84
742839,1.59
773720,0.79
636480,1.58
603028,1.25
386549,1.49
467711,1.89
701071,0.89
473336,1.59
579451,1.5
303507,3.79
770268,0.67
760338,0.67
375932,2.55
574506,1.5
534649,1.19
47575,0.84
56345,3.29
717131,1.98
70167,2.19
243009,2.19
103183,0.99
52147,0.99
596707,1.25
207504,2.19
765535,0.79
792317,1.09
439259,2.55
443235,0.86
574337,1.5
10688,2.5
626305,0.99
767607,1.09
495573,1.19
32488,2.5
214561,1.5
410792,1.99
780213,0.99
557437,1.25
209259,2.19
688926,0.79
348526,2.69
685769,1.09
79986,0.99
549231,1.5
214003,1.48
321738,2.69
255774,1.99
174434,0.99
607417,1.25
305114,2.44
764034,0.79
25844,0.75
805219,0.99
386259,1.49
206239,1.5
641069,0.45
253580,3.0
110645,0.99
248208,1.34
141747,2.19
123269,1.19
434546,2.39
777422,0.67
733667,1.29
288802,1.5
301471,2.99
583937,1.5
635016,2.15
107496,0.59
567873,3.58
577891,1.5
397597,2.19
656614,0.67
654156,0.79
481974,0.79
89604,1.29
348115,3.65
430606,1.99
296228,2.19
488907,3.49
807203,0.99
463624,0.69
761244,0.67
365810,1.79
360305,2.29
352026,1.79
684930,1.09
797078,0.99
560356,1.09
111919,1.19
697907,0.99
165170,3.19
173380,0.49
785879,1.76
360776,2.29
331257,2.69
420868,1.5
396293,1.5
1224,2.0
155459,1.19
318856,2.69
795117,0.88
89738,1.29
498264,2.69
508742,0.99
611702,0.01
205870,1.99
722492,0.99
414974,2.19
662215,1.19
662997,1.39
439033,1.99
624193,0.99
490832,1.69
36633,1.14
415259,1.99
546608,2.0
397261,2.25
59711,3.45
441410,1.35
456912,0.99
787512,1.09
688422,0.69
95747,0.99
575801,1.79
5329,2.29
525234,1.19
646424,0.45
641296,0.65
603267,1.25
690860,0.67
614981,0.79
268820,0.99
674855,0.79
388299,1.99
144792,2.19
340182,2.69
329870,2.59
404403,2.5
194455,1.49
56512,3.59
716311,0.99
682968,0.67
250816,1.99
346086,2.5
563382,2.39
35863,1.25
441566,1.35
687575,0.67
585179,3.0
638072,0.45
116023,0.54
619012,0.99
771,2.0
63867,2.19
712618,0.89
105748,0.59
669039,1.77
471785,1.99
573868,1.5
4924,2.0
259084,2.69
580605,1.5
671356,1.99
17641,1.19
196185,0.99
54025,3.49
138092,1.89
315805,2.89
460209,0.8
138584,1.89
809155,1.19
391980,2.15
383677,2.5
295090,1.99
15503,0.8
436083,3.29
501136,1.19
593714,1.59
1402,2.0
76336,1.99
276598,0.99
676000,0.67
336565,2.0
12615,1.99
748147,0.99
104393,0.59
736214,1.99
201829,3.0
758580,0.79
161895,2.99
770374,0.67
415891,1.95
248612,0.99
441809,0.64
512548,0.8
372432,2.39
522449,1.19
224620,1.98
290362,1.99
147292,2.29
442096,0.99
477972,1.89
92587,0.99
816053,1.69
618096,0.79
14793,1.5
626248,0.99
434074,1.99
518062,0.79
812132,1.19
517115,0.99
345031,3.49
603759,1.09
594944,1.09
230431,1.19
570203,2.25
619741,0.79
191910,1.59
395235,2.49
674430,0.79
533312,1.79
412916,1.95
791660,0.88
435521,3.59
462351,0.84
691210,1.52
709978,0.88
66578,2.19
731635,1.19
510727,1.19
330540,2.0
597586,0.99
382973,2.99
420786,1.5
544568,0.99
365536,3.98
748643,1.99
62988,1.5
808762,0.99
313809,2.89
660207,0.85
635550,0.99
744037,0.89
253119,1.98
809914,1.19
384988,3.19
584812,1.5
530020,0.8
624767,0.79
74632,2.79
468955,3.98
537740,2.69
44783,0.84
257056,1.39
581429,1.5
308469,2.99
47095,0.8
431088,2.49
533149,0.99
689415,0.79
598081,1.59
221240,0.99
152501,1.99
672677,1.69
432594,2.39
212560,0.99
242435,0.99
798100,1.49
74310,2.49
317814,2.75
524358,0.99
441118,2.55
469257,1.99
336422,2.0
553178,1.5
569938,1.5
497953,1.99
344141,2.89
296034,1.5
704895,0.75
608062,1.09
488018,2.0
284656,1.19
797154,0.99
194706,1.29
397550,2.15
774158,0.99
335544,2.0
525238,1.19
734459,1.29
738136,1.27
107294,0.59
61563,2.25
486969,3.89
405677,1.95
734375,1.29
81977,0.99
504912,1.19
242771,0.99
509540,0.8
420122,1.5
813485,1.69
425418,2.5
479348,0.79
60213,3.59
363203,3.09
450988,1.19
736443,1.99
352631,1.35
292115,1.99
463316,1.59
209880,1.99
62905,1.5
732383,1.39
294165,1.99
45247,1.25
537949,2.99
670002,1.77
682736,0.67
13201,0.69
436011,3.69
808899,0.88
288678,1.5
121843,1.09
769816,0.67
646768,0.45
204475,1.99
446921,0.99
131544,1.59
38470,0.84
632699,3.49
726347,1.19
477743,1.89
565090,1.39
282222,0.99
60038,3.29
206282,1.5
331203,2.69
769818,0.67
106876,0.59
629377,0.79
713636,0.95
114566,1.09
780184,0.99
396021,1.99
804167,0.39
327444,2.5
519363,1.19
455702,0.99
332813,2.69
370703,3.09
243048,3.0
96649,0.99
490536,2.0
600226,1.98
688818,0.79
60101,3.29
197884,1.99
135571,1.89
345870,2.5
305621,2.89
57213,2.99
760844,0.67
420881,1.5
56112,3.29
816899,1.29
769834,0.67
60972,1.25
183965,0.99
101860,1.15
659338,0.67
802095,0.39
753545,1.99
212740,0.99
333422,2.5
189553,1.75
284519,1.79
666393,1.29
236612,1.99
512890,1.19
787869,0.89
522076,1.19
253907,1.99
549445,1.5
788966,1.98
69420,2.49
259193,2.69
608374,1.59
578525,1.5
645616,0.45
105301,0.59
307877,2.99
634783,2.15
273438,1.99
619873,0.99
215886,1.34
16482,2.5
814173,1.29
692728,0.67
303751,3.69
389762,1.95
612143,2.29
665499,2.58
191686,1.59
653161,0.69
424611,2.29
425642,1.49
212722,1.98
142530,2.29
556800,2.25
791523,0.88
40700,0.99
177872,1.25
68247,2.25
143753,2.29
497450,3.58
109309,1.19
779593,0.79
125899,1.09
221393,0.98
276130,1.99
36927,1.57
517362,0.99
137548,1.89
705311,0.66
141207,1.59
439100,1.99
357552,3.49
571856,1.19
694855,1.49
808811,0.99
515356,1.19
233421,1.5
665593,1.29
67248,2.19
67941,2.25
54483,3.49
143311,2.29
151243,2.19
608300,1.59
718623,1.98
612336,2.49
683133,0.67
283139,0.99
640678,0.9
750238,1.77
305934,2.89
15517,0.8
158339,3.19
537964,2.99
509612,1.19
556584,2.25
336639,2.5
39655,0.84
224294,0.99
262648,2.69
615973,0.95
439749,1.99
621874,0.79
177436,1.25
221767,2.69
741302,1.29
751618,1.69
142526,2.29
134731,1.89
56281,3.29
540645,1.55
699102,1.25
680381,0.67
789928,1.09
226026,0.99
390950,2.25
279298,2.69
189405,0.99
446586,0.8
672052,1.69
96273,0.99
350943,2.49
460412,1.69
431441,2.49
241844,1.79
656779,0.67
266441,1.5
418105,1.5
661245,1.34
610861,2.79
792781,1.78
521046,0.99
707866,0.88
